timestamp,exchange,symbol,price,amount,side
1738124786.018,binance,btcusdt,102084.45,0.00097,sell
1738124786.031,binance,btcusdt,102084.46,0.003,buy
1738124786.039,binance,btcusdt,102084.46,0.0148,buy
1738124786.046,binance,btcusdt,102084.46,0.00025,buy
1738124786.32,binance,btcusdt,102084.46,0.00025,buy
1738124786.615,binance,btcusdt,102084.45,0.00015,sell
1738124786.86,binance,btcusdt,102084.46,0.003,buy
1738124786.867,binance,btcusdt,102084.46,0.00083,buy
1738124786.867,binance,btcusdt,102084.46,6e-05,buy
1738124786.867,binance,btcusdt,102084.46,6e-05,buy
1738124786.867,binance,btcusdt,102084.46,0.01385,buy
1738124786.944,binance,btcusdt,102084.46,9e-05,buy
1738124787.055,binance,btcusdt,102084.46,0.00565,buy
1738124787.055,binance,btcusdt,102084.46,6e-05,buy
1738124787.055,binance,btcusdt,102084.46,6e-05,buy
1738124787.055,binance,btcusdt,102084.46,0.00011,buy
1738124787.055,binance,btcusdt,102084.46,6e-05,buy
1738124787.055,binance,btcusdt,102084.46,6e-05,buy
1738124787.055,binance,btcusdt,102084.46,6e-05,buy
1738124787.055,binance,btcusdt,102084.46,6e-05,buy
1738124787.055,binance,btcusdt,102084.46,6e-05,buy
1738124787.055,binance,btcusdt,102084.46,0.00382,buy
1738124787.055,binance,btcusdt,102084.46,6e-05,buy
1738124787.055,binance,btcusdt,102084.46,6e-05,buy
1738124787.055,binance,btcusdt,102084.46,0.00202,buy
1738124787.062,binance,btcusdt,102084.57,6e-05,buy
1738124787.062,binance,btcusdt,102084.57,6e-05,buy
1738124787.07,binance,btcusdt,102084.57,6e-05,buy
1738124787.07,binance,btcusdt,102084.57,6e-05,buy
1738124787.07,binance,btcusdt,102084.57,6e-05,buy
1738124787.07,binance,btcusdt,102084.57,6e-05,buy
1738124787.07,binance,btcusdt,102084.57,6e-05,buy
1738124787.07,binance,btcusdt,102084.57,6e-05,buy
1738124787.07,binance,btcusdt,102084.57,6e-05,buy
1738124787.07,binance,btcusdt,102084.57,6e-05,buy
